name,artistName,release_date,popularity,duration_ms
happy hour,Nohidea,2017-08-06,0,69818
"What Love Is, I Think",Rook1e,2017-09-07,43,70423
Forever in My Mind,Idealism,2019-09-06,35,253928
Water,Caleb Belkin,2017-07-16,0,118554
m i s t,eevee,2017-03-16,0,118182
doing laundry,weird inside,2020-03-09,39,128372
2020,Idealism,2017-11-07,33,202105
Blow Ya Mind,Nicki Minaj,2010-01-01,0,220546
Last Chance,Nicki Minaj,2010-01-01,0,231133
Bella Ciao (Elyella Remix),Manu Pilas,2020-04-16,29,326250
mukaikaze,Chiaki,2019-03-02,0,246620
Blueberry Night,chiaki,2019-03-02,0,272644
mukaikaze surihettakutu,First Floor,2020-04-17,0,258063
Coral Dreams,Saib,2019-05-20,39,171428
Light & Day - Single Version,The Polyphonic Spree,2003,35,183986
I Was Lost Until I Met You,sad boy with a laptop,2018-10-04,42,108118
Anywhere Next to You,sad boy with a laptop,2019-05-06,39,148000
"Hi You're Cool, Wanna Get Bubble Tea?",sad boy with a laptop,2018-05-29,42,120000
You're My Favorite Person to Be Around,sad boy with a laptop,2018-05-29,39,219000
Silent Confessions,sad boy with a laptop,2018-05-29,32,129000
You Were So Far Away,sad boy with a laptop,2018-08-19,24,194000
coffee shop whispers,sad boy with a laptop,2019-04-09,0,113057
I Fell for You in a Coffee Shop,sad boy with a laptop,2018-05-29,32,125333
There's Just Something About You,sad boy with a laptop,2018-05-29,31,184800
Petrichor,sad boy with a laptop,2019-11-01,17,181333
Silent Love,sad boy with a laptop,2019-11-01,13,144750
False Oasis,sad boy with a laptop,2019-11-01,12,167190
Lacuna,sad boy with a laptop,2019-11-01,8,91826
Solace,sad boy with a laptop,2019-11-01,12,166400
Internal Renaissance,sad boy with a laptop,2019-11-01,10,177333
Comfort in Solitude,sad boy with a laptop,2019-11-01,9,225000
Home,sad boy with a laptop,2019-11-01,17,192000
Into the Forrest,sad boy with a laptop,2019-04-02,14,96000
Portals to Mystical Worlds,sad boy with a laptop,2019-04-02,12,165818
Fog Filled Dungeons,sad boy with a laptop,2019-04-02,17,144000
Kikai's Journey,sad boy with a laptop,2019-04-02,14,167922
Adventurers,sad boy with a laptop,2019-04-02,28,87457
Princess Castle,sad boy with a laptop,2019-04-02,14,186000
Sunsets Across the Horizon,sad boy with a laptop,2019-04-02,17,136615
Let's Talk Till the Sun Comes Up,sad boy with a laptop,2018-05-29,28,192000
Hanako,sad boy with a laptop,2018-05-29,27,240000
Evergreen,sad boy with a laptop,2020-02-10,14,214588
Solace,sad boy with a laptop,2019-09-10,8,166400
Summer Awaits,sad boy with a laptop,2019-04-13,19,204000
Ice Cream Dates,sad boy with a laptop,2019-02-23,22,134769
Honesty,sad boy with a laptop,2018-12-26,19,169534
Quiet Walks on a Snowy Street,sad boy with a laptop,2018-11-26,17,111000
You Deserve More,sad boy with a laptop,2018-06-30,19,195000
morning walks to the café together,sad boy with a laptop,2018-03-27,21,150857
A Walk Through Arashiyama,sad boy with a laptop,2018-01-02,11,201639
Talking to You Makes Me Less Sad,sad boy with a laptop,2018-01-02,12,168907
You Make My Heart Go Doki Doki,sad boy with a laptop,2018-01-02,21,204042
Lets Eat Pocky and Look at Stars Together,sad boy with a laptop,2018-01-02,19,210703
"Today Was Fun, See You Tomorrow (Interlude)",sad boy with a laptop,2018-01-02,10,90044
Into The Limelight,Trivecta,2016-04-15,28,270000
Never Be Like You,Flume,2016-05-27,66,234909
Release,JayKode,2015-07-06,0,246006
Zenzenzense - movie ver.,RADWIMPS,2016-08-24,66,285880
Sorry Not Sorry,Demi Lovato,2020-06-26,0,203760
Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,2017-10-13,53,193568
Bang Bang,Jessie J,2014-10-14,80,199386
Sucker,Jonas Brothers,2019-06-07,82,181026
This Is Me (From the Greatest Showman),Kesha,2017-12-22,59,234886
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,2019-07-26,71,196187
123456,Fitz and The Tantrums,2019-09-20,47,184641
I Need Help!,Fitz and The Tantrums,2019-09-20,39,188388
Home We'll Go (Take My Hand),Steve Aoki,2015-05-11,44,307653
Holocene,Bon Iver,2011-06-21,0,336613
Alone,Marshmello,2016-05-13,73,273802
Nandemonaiya - movie ver.,RADWIMPS,2016-08-24,65,344053
Evenings,Idealism,2018-01-28,0,121481
julien mier type beatsy (or is it?),In Love With a Ghost,2020-07-31,26,58181
let's be honest i wouldn't go in that place alone,In Love With a Ghost,2020-07-31,24,131612
idk,In Love With a Ghost,2020-07-31,24,95851
secret little song,In Love With a Ghost,2020-07-31,25,143375
cute and soft,In Love With a Ghost,2020-07-31,26,42986
x_hyper_feelings_x,In Love With a Ghost,2020-07-31,39,81600
gummy pop,In Love With a Ghost,2020-07-31,29,32000
the end (rejected demo),In Love With a Ghost,2020-07-31,28,71302
bopbop,In Love With a Ghost,2020-07-31,0,18666
trans rights,In Love With a Ghost,2020-07-31,28,112000
"in the corner of my eyes, there is stardust",In Love With a Ghost,2020-07-31,32,84067
new home,In Love With a Ghost,2020-07-31,42,31111
help,In Love With a Ghost,2020-07-31,29,30857
az,In Love With a Ghost,2020-07-31,25,52384
xxxxxxxxx.,In Love With a Ghost,2020-07-31,27,61440
space kitty with magic propulsor,In Love With a Ghost,2020-07-31,28,117333
spring spirits,In Love With a Ghost,2020-07-31,1,25600
funfunfun,In Love With a Ghost,2020-07-31,32,245517
tokkepi,In Love With a Ghost,2020-07-31,27,94814
for you,In Love With a Ghost,2020-07-31,23,112000
trappy trappy,In Love With a Ghost,2020-07-31,0,29257
let's go deeper,In Love With a Ghost,2020-07-31,21,43146
a thing,In Love With a Ghost,2020-07-31,23,33204
more avocado please,In Love With a Ghost,2020-07-31,0,15238
vuii,In Love With a Ghost,2020-07-31,1,9230
ilya,In Love With a Ghost,2020-07-31,35,78653
i close my eyes and all i can see is more eyes,In Love With a Ghost,2020-07-31,25,100000
summer party 3019,In Love With a Ghost,2020-07-31,25,186782
guitarrr,In Love With a Ghost,2020-07-31,33,33391
Here Comes the End (feat. Judith Hill),Gerard Way,2020-07-08,42,211633
Right Back Where We Started From,Maxine Nightingale,2019-06-14,60,192266
Wicked Games - Radio Edit,Parra for Cuva,2014-07-22,0,195210
My Way,Frank Sinatra,1969-03,75,276800
Love Is Blue,Marty Robbins,1968,44,147026
Beyond the Sea,Bobby Darin,1959,72,172480
I Wonder What the Future Holds for Me,Glenn Snow,2018-11-23,0,148160
Rocket Fuel (feat. De La Soul),DJ Shadow,2019-07-24,0,195666
Be Thankful You're You,Fern Jones,2014-08-05,0,146503
Crazy,Daniela Andrade,2014-01-02,60,242000
Comin' Home Baby,Mel Tormé,2005-02-08,60,165360
You Only Want Me When You're Lonely,Jim Boyd,2013-11-19,34,132653
Bibbidi-Bobbidi-Boo (The Magic Song) - As heard in the Netflix series The Umbrella Academy,Perry Como,2010-10-26,40,139573
Who's That Knocking,A Look At Yesterday,2004-01-02,33,137920
I'm A Man,The Spencer Davis Group,2019-10-03,41,176666
Sunny,Boney M.,1976,72,242240
"Bach, JS: Partita for Solo Violin No. 2 in D Minor, BWV 1004: V. Chaconne",Johann Sebastian Bach,1988-11-14,46,946800
I'll never do you wrong,Joe Tex,1965-01-01,38,188920
Golden Brown,The Stranglers,1981,72,206760
Renegade,Styx,1978-01-01,70,257226
Mirage,Chilo Escobedo,2012-07-24,30,158212
Unwind Yourself,Marva Whitney,1969-10-08,36,170573
I Was Made For Lovin' You,KISS,1979-03-23,84,271240
Major Tom (Coming Home),Peter Schilling,1989-04-04,66,301373
He Can't Love You,Joe Hunter,2004-01-01,0,135743
Twistin' the Night Away,Sam Cooke,1962-04,65,159853
Bad Guy,The Interrupters,2019-10-04,57,157831
Won't Be Long - As heard in the Netflix series The Umbrella Academy,Aretha Franklin,1961-02-27,40,187893
"Hold On, I'm Comin'",Sam & Dave,1966,73,155706
The Order Of Death - 2011 - Remaster,Public Image Ltd.,1984,42,299120
In Hell I'll Be in Good Company,The Dead South,2014-04-26,65,245320
Polk Salad Annie,Tony Joe White,1969,53,223533
Sister of Pearl,Baio,2015-09-18,0,253440
Everybody (Backstreet's Back) - Extended Version,Backstreet Boys,2001-10-23,65,286306
Pepper,Butthole Surfers,1996-01-01,65,297266
Dancing with Myself - 2001 Remaster,Billy Idol,2003-02-28,0,227400
"Partita for Solo Violin No. 2 in D Minor, BWV 1004: III. Sarabanda",Johann Sebastian Bach,2015-03-23,0,274266
Crazy in Love,Daniela Andrade,2014-03-14,57,227500
La Vie En Rose,Daniela Andrade,2015-01-28,64,105500
$$$,Daniela Andrade,2019-10-25,38,118493
Genesis,Daniela Andrade,2018-08-15,45,156946
Wet Dreams,Daniela Andrade,2019-10-25,42,172053
Creep,Daniela Andrade,2013-04-04,56,214000
Wet Dreams,Daniela Andrade,2019-08-28,32,172080
Falling in Love at a Coffee Shop,Daniela Andrade,2013-04-04,41,226500
Un-thinkable,Daniela Andrade,2013-04-04,32,200000
Stay,Daniela Andrade,2013-04-04,43,264500
I Will Follow You into the Dark,Daniela Andrade,2013-04-04,44,203500
Thinkin Bout You,Daniela Andrade,2013-04-04,32,224826
Take Care,Daniela Andrade,2013-04-04,27,231000
Us Against the World,Daniela Andrade,2013-04-04,30,210917
Big Jet Plane (feat. Dabin),Daniela Andrade,2013-04-04,38,273842
The A Team,Daniela Andrade,2013-04-04,33,273000
Nothing,Bruno Major,2020-06-05,3,162797
Yellow,Kina Grannis,2017-09-15,5,193536
Dark Passenger,Daniela Andrade,2013-08-02,25,202000
In The Heat Of The Moment,Noel Gallagher's High Flying Birds,2015-03-02,59,209480
Hari Merdeka,Cokelat,2006-07-19,34,202440
Satu Nusa Satu Bangsa,Cokelat,2006-07-19,33,202946
Anak Garuda,Cokelat,2020-08-12,0,245232
Any Other Way,Daniela Andrade,2012-05-30,33,162885
Latch,Daniela Andrade,2014-08-20,43,217500
Tamale,Daniela Andrade,2019-10-25,41,227880
Sometimes I Don't,Daniela Andrade,2019-06-06,25,150361
Ayayai,Daniela Andrade,2019-10-25,49,170013
Hold (feat. Daniela Andrade),Dabin,2017-03-31,43,351875
Us Against the World,Coldplay,2011-10-24,58,239767
Bad Times Are Good Times,Daniela Andrade,2020-04-17,29,193333
Gallo Pinto,Daniela Andrade,2019-10-25,34,209760
Touch feat. Daniela Andrade - Kicks N Licks Remix,Dabin,2015-08-26,11,210889
Hold feat. Daniela Andrade - Original Mix,Dabin,2015-11-24,37,359500
Touch feat. Daniela Andrade - Ghosts Remix,Dabin,2015-08-26,29,176640
Gallo Pinto,Daniela Andrade,2019-10-16,36,209746
Touch feat. Daniela Andrade - Imagined Herbal Flows Remix,Dabin,2015-08-26,20,209000
River of Gold,Daniela Andrade,2012-05-30,33,192214
Something to Say,Daniela Andrade,2012-05-30,29,202325
Hold feat. Daniela Andrade - Stolensnares Remix,Dabin,2015-11-24,15,276735
Salt In The Wound,Julien Baker,2018-10-26,0,251469
Supernova (tigers blud),Kat Cunning,2020-08-21,41,196392
Stay on the Line - Kelso Remix,Kat Cunning,2018-09-14,0,220363
Passenger Seat,Brianna Hildebrand,2020-08-28,0,138473
Pain,Boy Harsher,2014,59,439490
Coming Alive,Zuma,2019-10-11,18,199200
Green Lights,VVELLS,2017-08-18,7,231483
Doctor Doctor,Oh Pep!,2016-06-24,13,196750
This,DEPUTY,2020-08-25,0,221425
ZUU,Denzel Curry,2019-05-31,51,126000
Knock Me Off My Feet,SOAK,2019-04-26,0,187185
Dare You Not To Dance,Haiku Hands,2019-01-31,0,232622
Feel Something,Clairo,2019-08-02,58,176800
Make It Hurt,Lindsey Compton,2020-08-25,0,200017
Found You,Qwiet Type,2020-08-07,7,261120
King of Shadow,Kat Cunning,2019-06-14,0,196007
Birds,Kat Cunning,2019-05-17,0,203962
We Belong,Brianna Hildebrand,2020-08-28,0,224444
Shore,Daniela Andrade,2016-07-15,33,303973
Better Together,Us The Duo,2015-04-28,63,200706
Somewhere Only We Know,Reneé Dominique,2019-03-22,54,229669
Deeper Conversation,Yuna,2011-03-15,37,257191
Fish,Clara C,2013-09-30,0,247500
I Knew This Would Be Love,Imaginary Future,2013-05-14,1,210201
Bloom - Bonus Track,The Paper Kites,2013-03-05,8,210080
I Will Spend My Whole Life Loving You,Imaginary Future,2017-06-16,7,227619
Cherry Wine,Jasmine Thompson,2016-05-20,42,227091
Smallest Light,Ingrid Michaelson,2017-01-27,33,217746
Lost Stars,Keira Knightley,2014-07-01,55,240186
Officially Missing You,Jayesslee,2012-05-04,57,223003
Dream a Little Dream of Me,Zee Avi,2014-04-22,47,111842
Chandelier,Kina Grannis,2016-06-24,39,212130
One Last Dance,Us The Duo,2016-12-09,0,224847
Stare at Each Other & Fall in Love,Daniela Andrade,2018-02-23,35,228600
Shiver,Lucy Rose,2012-09-24,55,233013
Close to You,Olivia Ong,2012-08-19,48,243693
(They Long To Be) Close To You,Carpenters,1970-01-01,69,273933
Close to You,potsu,2020-07-12,0,160363
Can't Smile Without You,Carpenters,1976-01-01,51,207533
(They Long to Be) Close to You,The Macarons Project,2018-06-18,0,149631
Moon River - Acoustic,The Macarons Project,2018,0,154563
Let Me,Jayesslee,2019-12-10,48,189890
The Nights,Chlara,2018-04-27,54,222000
I Can't Stop Loving You,Ardhito Pramono,2017-08-18,50,246500
Soon Finland,Heidi (The Girl with the Hair),2018-04-27,42,218426
Edelweiss,The Macarons Project,2021-06-12,0,145322
Don't Watch Me Cry,Alex Porat,2020-01-24,0,189418
Love Is You,Ten2Five,2012,0,198360
Blue Sky Collapse,Adhitia Sofyan,2010,44,291506
Slow Disco,St. Vincent,2017-10-13,38,164720
Jarak,Novécaine,2020-09-09,0,210094
King of Shadow,Kat Cunning,2019-12-06,20,196007
Baby,Kat Cunning,2017-09-08,0,253114
For the Love (Acoustic),Kat Cunning,2019-12-06,17,205841
Fast Slow Disco,St. Vincent,2018-06-01,50,197005
Sway,cehryl,2016-07-08,0,234953
Crazy In Love - BBC Session,Oh Wonder,2016-04-15,43,210344
No Matter Where You Are,Us The Duo,2014-05-06,56,178826
Already Mine,Us The Duo,2016-07-22,0,273126
Missin' You Like Crazy,Us The Duo,2012-06-15,44,206146
No Matter Where You Are - Wedding Version,Us The Duo,2020-08-12,0,251164
Telephone,Us The Duo,2016-07-22,0,161007
Make You Mine,Us The Duo,2014-05-06,37,216240
Shake It Off,Us The Duo,2014-09-23,42,189231
When We Were Kids (Intro),Us The Duo,2020-08-12,0,46874
Warm Summer Nights,Us The Duo,2020-08-12,0,190186
There Is Only One You,Us The Duo,2020-08-12,0,187819
I Will Wait For You,Us The Duo,2012-06-15,37,224386
I'm Me,Us The Duo,2016-12-09,0,216353
(Stop) Just Love,Us The Duo,2016-07-22,0,195848
Together,Us The Duo,2018-07-13,0,216402
Take Me Home,Us The Duo,2012-06-15,41,257706
Falling In Love,Us The Duo,2014-05-06,38,229280
Shotgun,Us The Duo,2019-05-19,0,174884
Like I Did with You - Acoustic,Us The Duo,2018-08-29,0,124766
Near Or Far,Us The Duo,2012-06-15,40,219306
Shallow,Us The Duo,2019-06-19,0,217988
Slow Down Time,Us The Duo,2015-10-23,34,196920
Heartbreak,Us The Duo,2014-05-06,26,296546
My Girl,Us The Duo,2019-05-29,0,187660
Need to Find My Place,Us The Duo,2020-08-12,0,192876
Never Gonna Leave You,Us The Duo,2012-06-15,38,195533
What Is Love,Us The Duo,2016-11-18,0,201310
Look up at the Sky,Us The Duo,2016-07-22,0,209639
Smile & Keep Your Head Up,Us The Duo,2014-05-06,31,159226
Sunday Afternoon,Us The Duo,2019-07-28,0,195271
Right Where I Should Be,Us The Duo,2016-07-22,0,195557
Finally Know What Love Is,Us The Duo,2018-07-13,0,201435
Dear Mom & Dad,Us The Duo,2014-05-06,25,155253
Goodbye Forever,Us The Duo,2016-07-22,0,158777
Like Myself,Us The Duo,2020-08-12,0,190320
Saudade,Us The Duo,2016-12-09,0,172131
Fall Asleep,Us The Duo,2012-06-15,23,203426
Not for the Better,Us The Duo,2016-07-22,0,176845
Every Day Is Ours,Us The Duo,2020-08-12,0,268022
Fighting for You,Us The Duo,2016-12-09,0,212958
Homesick Lullaby,Us The Duo,2018-07-13,0,210769
No One’s Listening,Us The Duo,2020-08-12,0,225628
Follow Me,Us The Duo,2016-12-09,0,244611
Broke,Us The Duo,2018-07-13,0,146746
Get Gone,Us The Duo,2018-07-13,0,193186
Xyla’s Lullaby (Interlude),Us The Duo,2020-08-12,0,41834
Letting Go (Interlude),Us The Duo,2020-08-12,0,48080
La La La,Us The Duo,2020-08-12,0,192248
I'll Be There Soon,Us The Duo,2019-11-27,0,192455
Wonderful Christmastime,Us The Duo,2019-11-27,0,198513
Holiday Heartbreak,Us The Duo,2019-11-27,0,212062
White Christmas,Us The Duo,2019-11-27,0,172572
Silent Night,Us The Duo,2019-11-27,0,143049
December,Us The Duo,2019-11-27,0,223475
"Baby, It's Cold Outside",Us The Duo,2019-11-27,0,169405
Christmas in Paradise,Us The Duo,2019-11-27,0,186023
Rockin' Around the Christmas Tree,Us The Duo,2019-11-27,0,106975
Jingle Bells / Jingle Bell Rock,Us The Duo,2019-11-27,0,126771
Winter Wonderland,Us The Duo,2019-11-27,0,162277
Have Yourself a Merry Little Christmas,Us The Duo,2019-11-27,0,246499
High Hopes,The Mayries,2019-02-08,47,216115
There Is Only One You,Us The Duo,2020-05-12,0,187819
The Way I Am,Ingrid Michaelson,2007-01-01,55,135386
O Christmas Tree - Instrumental,Us The Duo,2019-11-27,0,160613
Heartbeats,Daniela Andrade,2014-11-17,36,248470
Telegraph Ave / Sober,Daniela Andrade,2015-09-02,32,166542
Bang Bang (My Baby Shot Me Down),Daniela Andrade,2016-05-03,45,153500
Close To You,Us The Duo,2012-06-15,20,199133
Before We Go,Us The Duo,2012-06-15,19,230426
Come Back,Us The Duo,2014-05-06,20,260120
"It's a New Year, Baby",Us The Duo,2019-11-27,0,112702
Don't Lay Your Head,Us The Duo,2014-05-06,21,203573
Warm Summer Nights,Us The Duo,2020-06-12,0,190186
Safe,Us The Duo,2016-07-22,0,132962
'Til The Morning Comes,Us The Duo,2014-05-06,26,157800
Come Running Back,Us The Duo,2016-07-22,0,218862
Rather Be with You,Us The Duo,2016-07-22,0,217432
Like Myself,Us The Duo,2020-07-10,0,190320
Kimi Janakya Dame Mitai,MK,2015-08-01,13,266675
Crystal Psychic,Interdimensional Vortex League,2013-02-23,0,230044
イマジネーション,SPYAIR,2014-11-26,0,179133
君じゃなきゃダメみたい,Masayoshi Oishi,2017-07-26,0,231493
ストーリー,大石昌良,2016-06-22,0,283120
Final Bow,Us The Duo,2014-05-06,22,220040
Rakuen Toshi,Masayoshi Oishi,2019-08-21,36,226440
Intro,Us The Duo,2014-05-06,22,45200
Make You Love Me,Us The Duo,2012-06-15,20,247786
Girl In L.A.,Us The Duo,2012-06-15,16,208280
Bricks,Us The Duo,2016-07-22,0,220897
Near or Far,Carissa Rae,2011-10-23,30,216650
Down in the Valley,The Head And The Heart,2011-04-18,12,303653
What Happened To Us?,Shura,2016-07-08,31,249176
(ii),Shura,2016-07-08,21,45553
Kidz 'N' Stuff,Shura,2016-07-08,24,310003
Indecision,Shura,2016-07-08,37,212075
Make It Up,Shura,2016-07-08,43,211393
Nothing's Real,Shura,2016-07-08,33,247900
Tongue Tied,Shura,2016-07-08,32,230581
(i),Shura,2016-07-08,23,89715
2Shy,Shura,2016-07-08,37,278594
The Space Tapes,Shura,2016-07-08,18,573230
Puddles,Daniela Andrade,2020-08-31,59,109800
再会 (produced by Ayase),LiSA,2020-11-16,63,242166
I will...,Eir Aoi,2020-08-12,0,273000
Have Yourself a Merry Little Christmas,Us The Duo,2017-11-03,0,246499
(Stop) Just Love,Us The Duo,2016-04-15,0,195848
Goodbye Forever,Us The Duo,2016-06-21,0,158777
No Matter Where You Are - Wedding Version,Us The Duo,2020-02-11,0,251164
Safe,Us The Duo,2016-07-15,0,132962
Through Asphodel,Darren Korb,2020-09-16,39,522882
Good Riddance (Eurydice Solo),Darren Korb,2020-09-16,48,177322
Field of Souls,Darren Korb,2020-09-16,36,526994
Wretched Shades,Darren Korb,2020-09-16,42,175321
Final Expense (Payback Mix),Darren Korb,2020-09-16,35,157220
Primordial Chaos,Darren Korb,2020-09-16,35,233820
In the Blood,Darren Korb,2020-09-16,50,250237
The Unseen Ones,Darren Korb,2020-09-16,47,258497
Good Riddance,Darren Korb,2020-09-16,48,178829
No Escape,Darren Korb,2020-09-16,52,145048
Lament of Orpheus (Underworld Mix),Darren Korb,2020-09-16,39,195154
Last Words,Darren Korb,2020-09-16,36,184832
Hymn to Zagreus,Darren Korb,2020-09-16,37,164117
God of the Dead,Darren Korb,2020-09-16,46,541336
The Exalted,Darren Korb,2020-09-16,36,502741
The House of Hades,Darren Korb,2020-09-16,43,292202
Death and I,Darren Korb,2020-09-16,34,36501
The King and the Bull,Darren Korb,2020-09-16,39,462002
On the Coast,Darren Korb,2020-09-16,39,200652
Lament of Orpheus,Darren Korb,2020-09-16,48,193290
Mouth of Styx,Darren Korb,2020-09-16,37,466133
Rage of the Myrmidons,Darren Korb,2020-09-16,37,557418
From Olympus,Darren Korb,2020-09-16,41,191918
River of Flame,Darren Korb,2020-09-16,35,577366
Scourge of the Furies,Darren Korb,2020-09-16,40,506752
Final Expense,Darren Korb,2020-09-16,38,153713
Gates of Hell,Darren Korb,2020-09-16,34,216986
The Bloodless,Darren Korb,2020-09-16,38,147152
The Painful Way,Darren Korb,2020-09-16,46,413756
Out of Tartarus,Darren Korb,2020-09-16,47,353972
Rivers and Roads,The Head And The Heart,2011-04-18,23,284000
炎,LiSA,2020-10-12,65,275000
紅蓮華,LiSA,2020-10-14,76,237586
WALK YOU HOME,Bishop Briggs,2020-10-30,0,171606
HIGHER,Bishop Briggs,2020-10-02,49,193048
We Will Rock You,Bishop Briggs,2020-08-20,39,137859
friends* (feat. Bishop Briggs),Mob Rich,2020-05-08,31,162446
Reach Out to the Truth,Aidan Veney,2019-09-16,0,178010
Fog (Persona 4),Ferdk,2015-05-26,0,223579
Snowflakes (Persona 4 Golden),The Consouls,2017-03-11,0,404000
Backside of the TV,Sapphire,2021-06-09,0,216859
Never More,ItsJokerable,2019-03-19,5,181080
"A Corner of Memories (From ""Persona 4"") [For Piano Solo]",Shoji Meguro,2018-07-11,0,123840
The Night We Met,Lord Huron,2015-04-06,90,208211
Wasting My Young Years,London Grammar,2014-03-10,0,204246
Lost It All,Jill Andrews,2016-02-26,47,223655
Rescue My Heart,Liz Longley,2015-08-03,49,205614
"I'm Tired, You're Lonely",Liza Anne,2018-03-09,0,205413
Walk Through the Fire,Zayde Wølf,2016-11-04,3,216000
I Need My Girl,The National,2013-05-20,67,245240
And You Evade Him/Born in the Blood,Joshua Burnside,2020-09-04,37,297178
Hey Now,London Grammar,2014-03-10,0,207127
Arsonist's Lullabye,Hozier,2014-11-06,62,266611
O I Long to Feel Your Arms Around Me,Father John Misty,2012-05-01,51,143240
The King of All Birds,Aoife O'Donovan,2016-01-22,0,236400
The Place I Left Behind,The Deep Dark Woods,2011-01-01,47,244840
"Strange Times, Dark Days",Isla June,2018-06-25,0,201940
Everything We Do Is Wrong,Tuvaband,2017-03-10,36,247588
Wasted Time,CLOVES,2018-09-28,43,244040
Loose Change for the Boatman,King Charles,2016-01-22,0,242253
The Groundskeeper,David Keenan,2018-03-16,33,383320
Out of the Darkness,Sleep Thieves,2012-05-18,38,123160
White Flag,Fink,2014-07-14,35,303506
Devil Like Me,Rainbow Kitten Surprise,2013-11-19,1,188280
Washed Away,Emily Jane White,2019-11-15,44,236364
Notion,Tash Sultana,2017-03-01,2,340999
Smother,Daughter,2013-03-18,56,241466
The Fold,Wickerbird,2012-09-25,49,216493
Coming of Age (demo),Maddie Medley,2018-01-12,38,251692
"Loving, Loving",Vera Sola,2018-11-09,0,200448
Sirens,Fleurie,2016-01-01,0,266277
Deliverance,RY X,2016-05-06,44,230379
Stretch Your Eyes - Radio Edit,Agnes Obel,2017-03-03,40,247379
Toronto,Tusks,2017-03-10,17,200994
Home,Gabrielle Aplin,2012-01-09,0,247001
Through Your Eyes,Jordan Critz,2019-05-24,42,227134
Just Exist,Eliza & The Delusionals,2019-05-16,37,237085
Generator,Mondo Cozmo,2019-11-11,24,246897
BOOM,X Ambassadors,2019-06-14,61,164586
At Last,Etta James,1960,79,179693
Maggie May,Rod Stewart,1971-05-18,73,350266
Parade,Kevin Morby,2014-10-14,48,325426
Someone To Call My Own,The Montagu,2020-01-31,11,185182
Heart,Jaw Talk,2018-03-09,13,180000
Name on a Matchbook,Springtime Carnivore,2014-11-04,37,256399
Clair de Lune,Royal Philharmonic Orchestra,2005-01-11,20,347506
Window,The Album Leaf,2004-06-22,43,224106
Change - Original Mix,Yucca,2016-04-28,8,309364
Rock 'n' Roll Star - Remastered,Oasis,1994-08-29,53,322946
In My Blood,Shawn Mendes,2018-05-25,76,211360
Ordinary Man,Eels,2009-06-02,34,197746
Tonight Tonight,Mondo Cozmo,2018-06-29,30,144933
Margaritaville,Jimmy Buffett,1977-01-01,70,250933
Control,Battle Tapes,2017-07-14,32,190434
Hold On For Your Life,Tommee Profitt,2017-04-14,31,226097
Have Yourself a Merry Little Christmas,Daniela Andrade,2013-12-04,46,113421
Bed Song,YOHKO,2013-01-30,2,243273
向かい風,YOHKO,2013-01-30,29,255707
ロックロックスター,YOHKO,2013-07-02,1,207360
ニードユー,YOHKO,2013-07-02,1,223024
街を染めたい,YOHKO,2013-07-02,1,214931
The Diary of Jane - Single Version,Breaking Benjamin,2006-01-01,77,200546
Come Around,Daniela Andrade,2016-07-15,26,198120
深い森,Do As Infinity,2001-09-19,55,245433
Slow Motion Life,Gaz Coombes,2018-05-04,28,267506
"Nothing Much Has Changed, I Don't Feel The Same",Daniela Andrade,2020-09-30,41,94000
Touch feat. Daniela Andrade - Original Mix,Dabin,2015-02-17,23,219428
Puddles,Daniela Andrade,2020-09-30,27,109800
Lose My Mind,Daniela Andrade,2018-02-23,25,161750
Florence,Kevin Penkin,2018-02-14,44,115040
drivers license,Us The Duo,2021-02-01,0,228693
HERO,Taichi Mukai,2018-06-27,30,217153
群青,YOASOBI,2021-01-06,76,248026
怪物,YOASOBI,2021-01-06,71,206000
アンコール,YOASOBI,2021-01-06,67,271440
夜に駆ける,YOASOBI,2021-01-06,77,258838
ハルジオン,YOASOBI,2021-01-06,69,198600
Lost in My Mind,The Head And The Heart,2011-04-18,15,259120
Birds,Kat Cunning,2019-03-29,0,203962
君じゃなきゃダメみたい,Masayoshi Oishi,2017-07-26,0,231493
King of Shadow,Kat Cunning,2019-06-14,47,196007
SOMEONE ELSE (feat. Jacob Banks),Bishop Briggs,2021-02-12,0,222483
CAN YOU HEAR ME NOW?,Bishop Briggs,2019-11-08,35,179440
Over,Honors,2018-11-06,1,266481
SLOW DANCING IN THE DARK,Joji,2018-10-26,84,209273
I Don't Care (with Justin Bieber),Ed Sheeran & Justin Bieber,2019-05-10,79,219946
Bad Boy (feat. bbno$) - Low Steppa Remix,Yung Bae,2020-04-17,38,197419
Lovin' Is Everywhere,Engelwood,2020-10-23,0,173232
HOME RUN (feat. raychel jay),Shawn Wasabi,2020-05-29,34,144000
Bad Boy,Yung Bae,2019-06-21,57,187570
Vals,Orquesta Sinfónica De Radio Hamburgo,2008-12-01,28,450346
Helium,Shagabond,2018-11-06,23,196779
Unthinkable,Idealism,2019-12-18,40,157406
Maps,Kurt Hugo Schneider,2017-11-23,0,198500
September,"Earth, Wind & Fire",1978-11-23,78,215093
Go Fuck Yourself,Two Feet,2016-07-29,77,129599
Lament of Orpheus,Darren Korb,2020-12-01,27,228772
Lament of Orpheus,Darren Korb,2018-12-06,22,192778
belas,eevee,2017-03-16,0,181638
